date,240019.OF,017469.OF,539001.OF,011613.OF,007466.OF,000217.OF
2026/3/26,0.141586,0.109388,0.222964,0.140237,0.215251,0.170574
2026/3/27,0.141322,0.110529,0.2199,0.141863,0.215102,0.171284
2026/3/30,0.141699,0.109852,0.218046,0.140489,0.216449,0.173465
2026/3/31,0.14211,0.10599,0.224269,0.136584,0.216351,0.174696
2026/4/1,0.140144,0.108073,0.222932,0.138778,0.213219,0.176854
2026/4/2,0.142068,0.105883,0.224661,0.136311,0.215931,0.175146
2026/4/7,0.140032,0.106443,0.230491,0.1392,0.211632,0.172202
2026/4/8,0.13717,0.109923,0.229676,0.143268,0.207456,0.172508
2026/4/9,0.136775,0.110802,0.232493,0.143149,0.207114,0.169667
2026/4/10,0.135803,0.11216,0.231497,0.144391,0.205742,0.170406
2026/4/13,0.135452,0.112752,0.233097,0.145068,0.204523,0.169108
2026/4/14,0.134918,0.113899,0.234015,0.146271,0.202867,0.16803
2026/4/15,0.135373,0.113026,0.235421,0.145447,0.202674,0.168059
2026/4/16,0.134399,0.113784,0.235692,0.14649,0.201742,0.167893
2026/4/17,0.133571,0.114536,0.238034,0.146271,0.200919,0.166669
2026/4/20,0.134081,0.115584,0.235981,0.148039,0.200458,0.165857
2026/4/21,0.135068,0.114665,0.235758,0.146334,0.202248,0.165927
2026/4/22,0.13326,0.116577,0.23796,0.147669,0.200047,0.164487
2026/4/23,0.134335,0.115452,0.237973,0.146576,0.202155,0.163509
2026/4/24,0.132899,0.117326,0.240459,0.147447,0.200352,0.161517
2026/4/27,0.131311,0.121394,0.238004,0.151412,0.197154,0.160726
2026/4/28,0.132725,0.120606,0.23749,0.150577,0.199247,0.159355
2026/4/29,0.132217,0.120817,0.238692,0.150998,0.199747,0.157529
2026/4/30,0.129358,0.126175,0.237361,0.156027,0.195418,0.15566
2026/5/6,0.128145,0.128053,0.23677,0.158018,0.193745,0.155268
2026/5/7,0.127169,0.129877,0.235177,0.159283,0.192144,0.15635
2026/5/8,0.127466,0.126783,0.240965,0.156264,0.192646,0.155876
2026/5/11,0.125735,0.131824,0.238456,0.161013,0.190115,0.152857
2026/5/12,0.125418,0.133384,0.236405,0.161578,0.189936,0.153279
2026/5/13,0.123972,0.13553,0.23647,0.163968,0.188184,0.151876
2026/5/14,0.124923,0.133474,0.239404,0.16085,0.188856,0.152492
2026/5/15,0.126064,0.133139,0.238987,0.160364,0.190265,0.151181
2026/5/18,0.125171,0.134263,0.238566,0.161946,0.189582,0.150471
2026/5/19,0.124301,0.137917,0.234358,0.16602,0.18872,0.148684
2026/5/20,0.121883,0.142406,0.235508,0.169129,0.186,0.145074
2026/5/21,0.123681,0.137288,0.238461,0.165183,0.187464,0.147923
2026/5/22,0.122778,0.139101,0.238325,0.166685,0.185928,0.147184
2026/5/26,0.120979,0.142818,0.237901,0.170541,0.18306,0.144702
2026/5/27,0.121961,0.140633,0.240497,0.167886,0.18409,0.144932
2026/5/28,0.120892,0.143517,0.241405,0.169942,0.182766,0.141479
2026/5/29,0.123739,0.136927,0.243463,0.162861,0.187274,0.145736
2026/6/1,0.126507,0.13038,0.247456,0.156903,0.191916,0.146838
2026/6/2,0.126214,0.132299,0.24676,0.158093,0.190153,0.146481
2026/6/3,0.124787,0.136418,0.245487,0.160991,0.188236,0.14408
2026/6/4,0.123639,0.138611,0.244649,0.162256,0.186364,0.14448
2026/6/5,0.129913,0.132977,0.235628,0.156998,0.194155,0.15033
2026/6/8,0.132231,0.129139,0.242066,0.152588,0.196986,0.14699
2026/6/9,0.131381,0.134188,0.236644,0.15691,0.194959,0.145919
2026/6/10,0.134296,0.135002,0.233791,0.157041,0.197525,0.142346
2026/6/11,0.133202,0.136368,0.239862,0.157198,0.194859,0.138511
2026/6/12,0.134419,0.13406,0.240018,0.156246,0.195603,0.139654
2026/6/15,0.12951,0.138587,0.241372,0.160125,0.189471,0.140936
2026/6/16,0.128696,0.140736,0.238521,0.161811,0.187959,0.142277
2026/6/17,0.126239,0.146836,0.233891,0.167246,0.185155,0.140633
2026/6/18,0.121907,0.151331,0.237065,0.171665,0.179273,0.138759
2026/6/22,0.122228,0.154223,0.235773,0.174108,0.178757,0.134911
2026/6/23,0.124903,0.154345,0.231447,0.173339,0.181718,0.134248
2026/6/24,0.121344,0.160253,0.229335,0.178666,0.177614,0.132788
2026/6/25,0.11931,0.164937,0.229077,0.183571,0.174316,0.128788
2026/6/26,0.119278,0.164295,0.228326,0.182105,0.174942,0.131054
2026/6/29,0.117154,0.168041,0.227927,0.186033,0.172171,0.128674
2026/6/30,0.113377,0.173027,0.228935,0.191143,0.167368,0.12615
2026/7/1,0.115465,0.170555,0.228042,0.188801,0.170885,0.126252
2026/7/2,0.11989,0.161149,0.230642,0.179294,0.176705,0.13232
2026/7/6,0.121986,0.157162,0.228383,0.175114,0.180823,0.136532
2026/7/7,0.122636,0.15847,0.225631,0.176279,0.180712,0.136272
2026/7/8,0.122918,0.159296,0.224919,0.176343,0.181327,0.135198
2026/7/9,0.118609,0.167969,0.221939,0.185563,0.174807,0.131113
2026/7/10,0.121661,0.160006,0.22694,0.179042,0.178804,0.133548
2026/7/13,0.125256,0.156134,0.225923,0.17535,0.183814,0.133524
2026/7/14,0.12474,0.156754,0.226892,0.17563,0.184237,0.131746
2026/7/15,0.127749,0.15069,0.228881,0.170755,0.188678,0.133246
2026/7/16,0.129225,0.146342,0.230113,0.167601,0.190939,0.135779
2026/7/17,0.133597,0.13807,0.233153,0.160302,0.196424,0.138454
2026/7/20,0.135739,0.134802,0.231885,0.159686,0.200127,0.137761
2026/7/21,0.128566,0.146788,0.228118,0.170073,0.191182,0.135274
2026/7/22,0.130313,0.144294,0.227928,0.166961,0.192939,0.137565
2026/7/23,0.133033,0.140358,0.227231,0.16348,0.196647,0.139251
2026/7/24,0.134029,0.141931,0.225971,0.16405,0.196087,0.137932
2026/7/27,0.13333,0.142991,0.223857,0.16527,0.19572,0.138831
2026/7/28,0.138054,0.135608,0.226325,0.15862,0.201346,0.140047
2026/7/29,0.139092,0.134724,0.223125,0.158309,0.204105,0.140646
2026/7/30,0.142966,0.126222,0.231066,0.150776,0.207981,0.140988
2026/7/31,0.14008,0.1293,0.230561,0.153857,0.205626,0.140576
2026/8/3,0.142319,0.122535,0.236927,0.148154,0.20823,0.141835
2026/8/4,0.137113,0.127269,0.24139,0.152119,0.201712,0.140396
2026/8/5,0.134601,0.131064,0.234369,0.154715,0.198967,0.146283
2026/8/6,0.134281,0.131864,0.232278,0.154532,0.19812,0.148925
2026/8/7,0.132259,0.13465,0.232608,0.15683,0.195326,0.148327
2026/8/10,0.132521,0.134145,0.231351,0.155984,0.19572,0.150279
2026/8/11,0.133081,0.132593,0.231804,0.154323,0.196758,0.151442
2026/8/12,0.131735,0.134362,0.23177,0.155668,0.194673,0.151792
2026/8/13,0.132503,0.133063,0.234443,0.154227,0.19473,0.151034
2026/8/14,0.132112,0.133957,0.23476,0.154624,0.194583,0.149964
2026/8/17,0.129999,0.138444,0.231138,0.158481,0.19222,0.149718
2026/8/18,0.13091,0.138842,0.227937,0.158811,0.19321,0.15029
2026/8/19,0.135608,0.131255,0.231398,0.151228,0.199034,0.151477
2026/8/20,0.135887,0.130327,0.229432,0.1497,0.199801,0.154852
2026/8/21,0.13526,0.130244,0.229671,0.149481,0.198377,0.156967
2026/8/24,0.137432,0.126664,0.228434,0.145576,0.201075,0.160819
2026/8/25,0.136677,0.126271,0.229964,0.145853,0.200913,0.16032
2026/8/26,0.136846,0.127534,0.22862,0.147295,0.200317,0.159389
2026/8/27,0.134143,0.131701,0.229379,0.151042,0.197224,0.156511
2026/8/28,0.134481,0.129638,0.229444,0.149491,0.198954,0.157991
2026/8/31,0.136185,0.131598,0.22895,0.150996,0.19986,0.152411
2026/9/1,0.139399,0.128668,0.227433,0.148674,0.203262,0.152564
2026/9/2,0.140655,0.127621,0.229898,0.14738,0.203896,0.15055
2026/9/3,0.1395,0.126596,0.231449,0.146334,0.202958,0.153162
2026/9/4,0.141021,0.123468,0.23249,0.143743,0.20433,0.154947
2026/9/8,0.139405,0.12357,0.232191,0.142859,0.205876,0.156101
2026/9/9,0.139873,0.123031,0.23183,0.142174,0.206807,0.156285
2026/9/10,0.14203,0.122412,0.229737,0.14141,0.207717,0.156694
