date,策略净值,银行ETF基准净值,芯片ETF基准净值
2025-04-18,20307.91,19653.117782909932,20245.38893344026
2025-04-21,20229.97,19409.33025404157,20426.523656776262
2025-04-22,20271.11,19540.230946882217,20327.485966319164
2025-04-23,20217.41,19442.956120092378,20343.123496391338
2025-04-24,20270.43,19669.930715935334,20125.501202886928
2025-04-25,20197.29,19594.272517321016,20059.04170008019
2025-04-28,20333.83,19780.415704387993,20113.7730553328
2025-04-29,20334.43,19715.565819861433,20215.41700080192
2025-04-30,20172.489999999998,19308.452655889145,20438.25180433039
2025-05-06,20252.19,19280.83140877598,20680.633520449075
2025-05-07,20423.41,19565.450346420323,20670.20850040096
2025-05-08,20493.85,19776.8129330254,20520.3488372093
2025-05-09,20446.23,20059.03002309469,19965.21651964715
2025-05-12,20496.75,20087.852193995383,20047.313552526062
2025-05-13,20655.29,20394.08775981524,19971.732157177223
2025-05-14,20793.07,20558.614318706695,20062.951082598236
2025-05-15,20644.33,20535.79676674365,19725.4410585405
2025-05-16,20494.95,20344.849884526557,19645.950280673616
2025-05-19,20476.39,20277.59815242494,19703.287890938253
2025-05-20,20517.97,20317.228637413395,19746.291098636728
2025-05-21,20555.07,20460.13856812933,19618.584603047315
2025-05-22,20654.129999999997,20663.094688221707,19553.42822774659
2025-05-23,20405.45,20463.741339491917,19238.0713712911
2025-05-26,20353.15,20308.82217090069,19346.230954290295
2025-05-27,20347.17,20418.10623556582,19162.48997594226
2025-05-28,20297.09,20391.685912240184,19077.78668805132
2025-05-29,20412.190000000002,20347.251732101613,19434.84362469928
2025-05-30,20391.53,20475.750577367206,19184.643143544505
2025-06-03,20729.690000000002,20876.859122401846,19412.690457097033
2025-06-04,20742.81,20888.868360277138,19427.02485966319
2025-06-05,20819.59,20745.9584295612,19840.116279069764
2025-06-06,20846.550000000003,20810.80831408776,19807.538091419407
2025-06-09,20897.23,20866.050808314085,19849.23817161187
2025-06-10,20792.39,20969.330254041568,19427.02485966319
2025-06-11,20814.45,21032.9792147806,19384.021651964715
2025-06-12,20803.57,21141.062355658196,19189.855653568564
2025-06-13,20682.71,20952.517321016167,19178.127506014436
2025-06-16,20843.93,21225.127020785218,19161.186848436246
2025-06-17,20758.15,21185.496535796767,19007.41780272654
2025-06-18,20951.07,21372.84064665127,19201.58380112269
2025-06-19,20945.05,21342.817551963046,19232.85886126704
2025-06-20,21058.17,21599.815242494227,19119.486768243787
2025-06-23,21263.010000000002,21866.420323325634,19221.13071371291
2025-06-24,21473.33,21952.886836027712,19614.675220529272
2025-06-25,21765.93,22176.258660508083,20003.00721732157
2025-06-26,21834.230000000003,22412.84064665127,19808.84121892542
2025-06-27,21448.85,21782.355658198612,19816.65998396151
2025-06-30,21550.989999999998,21710.300230946883,20210.204490777865
2025-07-01,21669.79,22040.55427251732,20022.554129911787
2025-07-02,21605.629999999997,22205.080831408774,19636.828388131515
2025-07-03,21602.07,22195.473441108545,19642.040898155574
2025-07-04,21853.809999999998,22606.189376443417,19655.072173215718
2025-07-07,21879.0,22698.66050808314,19583.40016038492
2025-07-08,21956.43,22643.41801385681,19845.328789093823
2025-07-09,21888.699999999997,22716.674364896073,19580.79390537289
2025-07-10,22009.949999999997,22974.87297921478,19501.303127506013
2025-07-11,21930.28,22571.36258660508,19885.725741780272
2025-07-14,21952.29,22719.07621247113,19728.047313552524
2025-07-15,21836.65,22500.508083140878,19764.534883720928
2025-07-16,21801.93,22391.22401847575,19837.510024057738
2025-07-17,21811.07,22327.575057736718,19949.57898957498
2025-07-18,21877.370000000003,22465.68129330254,19910.485164394548
2025-07-21,21779.739999999998,22292.748267898383,19924.8195669607
2025-07-22,21684.11,22071.778290993072,20012.129109863672
2025-07-23,21829.829999999998,22157.043879907622,20236.267040898154
2025-07-24,21743.239999999998,21848.4064665127,20469.526864474738
2025-07-25,21969.18,21808.77598152425,21061.14675220529
2025-07-28,21958.19,21824.387990762123,21012.93103448276
2025-07-29,21995.0,21563.78752886836,21470.328789093823
2025-07-30,21969.66,21699.491916859122,21217.522052927026
2025-07-31,21848.46,21585.404157043882,21092.42181234964
2025-08-01,21743.74,21638.24480369515,20769.24619085806
2025-08-04,22016.559999999998,21801.570438799074,21183.640737770646
2025-08-05,22224.64,22148.63741339492,21183.640737770646
2025-08-06,22272.51,22113.81062355658,21346.531676022452
2025-08-07,22382.949999999997,22206.2817551963,21476.844426623895
2025-08-08,22173.190000000002,22142.632794457277,21070.268644747393
2025-08-11,22106.75,21918.060046189377,21231.856455493184
2025-08-12,22459.809999999998,21987.71362586605,21969.426623897354
2025-08-13,22437.66,21753.53348729792,22249.599037690456
2025-08-14,22553.579999999998,21748.729792147806,22531.074578989577
2025-08-15,22547.199999999997,21431.685912240184,22966.319165998393
2025-08-18,22773.379999999997,21502.540415704385,23401.563753007216
2025-08-19,22675.03,21526.558891454963,23134.42261427426
2025-08-20,23192.089999999997,21620.230946882217,24226.443464314354
2025-08-21,23196.7,21749.930715935334,24053.127506014436
2025-08-22,24175.66,21687.482678983833,26461.307137129108
2025-08-25,24644.57,21841.200923787528,27353.949478748997
2025-08-26,24358.35,21695.889145496534,26882.217321571774
2025-08-27,24218.269999999997,21300.78521939954,27111.567762630308
2025-08-28,25234.809999999998,21387.251732101617,29397.25340817963
2025-08-29,24751.93,21220.3233256351,28490.276663993587
2025-09-01,24799.21,20990.94688221709,28928.127506014436
2025-09-02,24675.68,21400.461893764437,28053.728949478747
2025-09-03,24357.449999999997,21149.468822170904,27656.275060144348
2025-09-04,23542.37,21312.794457274824,25493.083400160383
2025-09-05,23786.48,21106.23556581986,26364.875701684043
2025-09-08,23655.29,20983.741339491917,26228.047313552528
2025-09-09,23472.379999999997,21160.27713625866,25543.905372894944
2025-09-10,23692.48,21184.295612009235,26031.275060144348
2025-09-11,24538.41,21297.182448036954,27875.200481154774
2025-09-12,24549.54,20971.732101616624,28363.873295910184
2025-09-15,24496.66,20780.78521939954,28509.823576583804
2025-09-16,24556.809999999998,20564.61893764434,28959.40256615878
2025-09-17,24702.85,20488.960739030023,29412.8909382518
2025-09-18,24652.89,20101.0623556582,29845.529270248593
2025-09-19,24467.76,20114.272517321016,29388.131515637528
2025-09-22,24950.15,19912.517321016167,30817.662389735364
2025-09-23,25213.84,20221.154734411084,31004.00962309543
2025-09-24,25723.65,20158.706697459584,32300.62149157979
2025-09-25,25733.21,20024.20323325635,32514.334402566154
2025-09-26,25553.719999999998,20057.82909930716,32041.29911788292
2025-09-29,25776.28,19959.35334872979,32708.500400962304
2025-09-30,25970.16,19808.036951501155,33414.79550922213
2025-10-09,26247.65,19762.401847575056,34409.08179631114
2025-10-10,25596.239999999998,19857.27482678984,32105.152365677623
2025-10-13,25968.93,20004.98845265589,32926.122694466714
2025-10-14,25815.760000000002,20508.175519630484,31200.781876503603
2025-10-15,26046.25,20634.272517321016,31622.99518845228
2025-10-16,26176.93,20928.498845265585,31314.153969526862
2025-10-17,25711.79,20863.64896073903,29995.38893344026
2025-10-20,25733.780000000002,20839.63048498845,30124.39855653569
2025-10-21,26094.48,20905.68129330254,31108.259823576584
2025-10-22,26260.15,21107.43648960739,31138.23175621491
2025-10-23,26287.86,21244.34180138568,30889.33440256616
2025-10-24,26758.68,21151.87066974596,32613.372093023252
2025-10-27,26950.18,21156.674364896073,33210.20449077787
2025-10-28,26806.77,21121.847575057738,32840.11627906976
2025-10-29,26513.46,20685.912240184756,32980.854049719324
2025-10-30,26313.739999999998,20694.318706697457,32325.380914194066
2025-10-31,25859.42,20671.50115473441,30937.55012028869
2025-11-03,25926.81,20941.709006928406,30486.6680032077
2025-11-04,26193.550000000003,21374.0415704388,30270.3488372093
2025-11-05,26151.100000000006,21371.63972286374,30141.339214113872
2025-11-06,26507.04,21282.771362586605,31491.379310344822
2025-11-07,26339.879999999997,21252.748267898383,31033.98155573376
2025-11-10,26349.14,21389.653579676673,30726.44346431435
2025-11-11,26218.2,21464.110854503462,30127.00481154771
2025-11-12,26257.480000000003,21566.189376443417,30000.60144346431
2025-11-13,26398.76,21555.381062355656,30476.242983159576
2025-11-14,26133.93,21609.422632794456,29501.503608660783
2025-11-17,25902.48,21329.60739030023,29454.591018444266
2025-11-18,25958.7,21271.963048498845,29775.160384923816
2025-11-19,26008.11,21453.302540415705,29485.866078588613
2025-11-20,26050.770000000004,21637.043879907622,29169.2060946271
2025-11-21,25481.76,21418.475750577367,27898.65677626303
2025-11-24,25395.239999999998,21252.748267898383,28031.5757818765
2025-11-25,25694.559999999998,21534.965357967667,28288.291900561344
2025-11-26,25757.99,21368.036951501155,28900.761828388127
2025-11-27,25850.33,21480.923787528867,28916.399358460298
2025-11-28,25846.57,21305.588914549655,29336.006415396947
2025-12-01,26031.870000000003,21466.512702078522,29528.86928628709
2025-12-02,25887.36,21468.914549653582,29063.652766639934
2025-12-03,25686.93,21281.570438799077,28887.73055332799
2025-12-04,25829.15,21191.50115473441,29561.44747393745
2025-12-05,25706.82,21069.006928406467,29474.137931034482
2025-12-08,25972.940000000002,21073.81062355658,30308.13953488372
2025-12-09,25920.370000000003,21059.399538106238,30176.523656776262
2025-12-10,25662.65,20725.54272517321,30179.129911788295
2025-12-11,25551.550000000003,20792.794457274827,29660.485164394548
2025-12-12,25699.72,20736.351039260968,30270.3488372093
2025-12-15,25409.4,20762.771362586605,29282.57818765036
2025-12-16,25149.370000000003,20649.88452655889,28733.961507618285
2025-12-17,25421.57,20676.304849884527,29534.081796311144
2025-12-18,25606.38,21087.0207852194,29110.565356856456
2025-12-19,25502.16,20992.147806004617,29012.830793905374
2025-12-22,25676.4,20875.658198614317,29853.348035284682
2025-12-23,25827.57,20954.919168591223,30138.732959101846
2025-12-24,25900.16,20892.471131639722,30523.155573376098
2025-12-25,25908.489999999998,20880.461893764434,30579.19005613472
2025-12-26,25776.02,20808.4064665127,30335.505212510023
2025-12-29,25981.519999999997,21019.769053117783,30468.42421812349
2025-12-30,26097.07,20992.147806004617,30903.668805132314
2025-12-31,25980.739999999998,21016.1662817552,30508.821170809944
2026-01-05,26419.25,20942.909930715934,31968.323977546108
2026-01-06,26701.309999999998,21050.99307159353,32566.45950280673
2026-01-07,26872.11,20902.07852193995,33399.15797914996
2026-01-08,26811.559999999998,20711.131639722862,33638.93344025662
2026-01-09,26848.22,20622.263279445728,33942.56214915797
2026-01-12,27036.68,20691.9168591224,34347.834803528465
2026-01-13,26680.91,20820.41570438799,33012.12910986367
2026-01-14,26698.1,20454.133949191684,33866.98075380914
2026-01-15,26774.81,20313.62586605081,34402.566158781076
2026-01-16,26958.230000000003,20095.05773672055,35425.52125100241
2026-01-19,26778.629999999997,19979.769053117783,35146.65196471531
2026-01-20,26790.46,20132.286374133946,34846.932638332
2026-01-21,27050.059999999998,19815.242494226324,36311.64795509222
2026-01-22,26980.3,19733.579676674362,36284.28227746592
2026-01-23,26852.61,19564.249422632794,36277.76663993585
2026-01-26,26706.260000000002,19637.505773672056,35683.540497193266
2026-01-27,27043.549999999996,19614.688221709006,36732.55813953488
2026-01-28,27052.22,19493.39491916859,37024.45870088212
2026-01-29,26766.99,19797.228637413395,35512.83079390537
2026-01-30,26888.68,19721.570438799077,36039.29430633521
2026-02-02,26289.2,19750.392609699767,34200.58139534883
2026-02-03,26336.71,19590.66974595843,34691.860465116275
2026-02-04,26283.57,19866.88221709007,33928.227746591816
2026-02-05,26361.1,20194.73441108545,33438.251804330386
2026-02-06,26193.86,20137.090069284066,33069.46672012831
2026-02-09,26647.66,20209.1454965358,34255.312750601435
2026-02-10,26821.46,20261.986143187067,34654.06976744186
2026-02-11,26673.519999999997,20302.81755196305,34126.30312750601
2026-02-12,26739.82,20021.801385681294,34939.45469125902
2026-02-13,26612.39,19883.695150115473,34865.1764234162
2026-02-24,26529.690000000002,19833.25635103926,34730.95429029671
2026-02-25,26561.02,19738.38337182448,35031.976744186046
2026-02-26,26697.51,19696.351039260968,35528.46832397754
2026-02-27,26649.510000000002,19691.547344110855,35396.852445870085
2026-03-02,26562.0,19803.23325635104,34892.5421010425
2026-03-03,26025.119999999995,20004.98845265589,32859.66319165998
2026-03-04,25816.54,19791.22401847575,32711.10665597434
2026-03-05,26169.16,19971.362586605082,33360.06415396953
2026-03-06,26216.51,20003.78752886836,33429.129911788295
2026-03-09,25895.989999999998,19874.087759815244,32764.534883720928
2026-03-10,26223.7,19916.120092378755,33642.84282277466
2026-03-11,26169.29,20092.655889145495,33094.226142742584
2026-03-12,26110.910000000003,20215.15011547344,32652.46591820369
2026-03-13,25998.5,20295.612009237873,32142.943063352042
2026-03-16,26290.869999999995,20373.67205542725,32837.51002405774
2026-03-17,26085.03,20541.80138568129,31858.861267040895
2026-03-18,26254.600000000002,20456.535796766744,32548.21571772253
2026-03-19,25949.34,20415.70438799076,31733.76102646351
2026-03-20,25795.31,20359.260969976905,31401.463512429833
2026-03-23,24782.17,19693.94919168591,29861.166800320767
2026-03-24,25348.37,20107.06697459584,30631.315156375298
2026-03-25,25708.490000000005,20236.76674364896,31413.19165998396
2026-03-26,25553.36,20312.424942263282,30787.690457097033
2026-03-27,25562.64,20211.547344110855,31036.58781074579
2026-03-30,25588.1,20310.023094688222,30895.850040096226
2026-03-31,25334.0,20442.124711316395,29853.348035284682
2026-04-01,25726.25,20467.3441108545,30959.703287890938
2026-04-02,25489.54,20574.226327944572,30024.057738572566
2026-04-03,25351.19,20340.046189376444,30128.307939053728
2026-04-07,25417.379999999997,20151.50115473441,30738.171611868485
2026-04-08,26216.92,20317.228637413395,32742.38171611868
2026-04-09,26120.01,20145.496535796767,32832.29751403368
2026-04-10,26312.97,20121.47806004619,33456.4955894146
2026-04-13,26410.68,20125.080831408777,33737.97113071371
2026-04-14,26808.13,20299.21478060046,34532.87890938252
2026-04-15,26954.68,20514.18013856813,34495.0882117081
2026-04-16,27037.32,20451.732101616628,34876.90457097033
2026-04-17,27086.8,20370.069284064662,35202.68644747394
2026-04-20,27432.64,20581.431870669745,35763.031275060144
2026-04-21,27337.78,20655.889145496538,35318.66479550922
2026-04-22,27533.739999999998,20516.581986143185,36204.791499599036
2026-04-23,27403.22,20588.637413394918,35660.084202085
2026-04-24,27668.049999999996,20529.792147806005,36573.57658380112
2026-04-27,28179.17,20457.736720554272,38245.48917401764
2026-04-28,28057.53,20539.399538106234,37705.994386527665
2026-04-29,28032.28,20466.143187066973,37792.000801924616
2026-04-30,28737.28,20322.03233256351,40196.27105052125
2026-05-06,29410.800000000003,20149.09930715935,42570.56936647955
2026-05-07,29651.840000000004,20086.651270207854,43421.51162790698
2026-05-08,29230.210000000003,20073.441108545034,42201.78428227747
2026-05-11,30050.36,20072.240184757506,44633.4202085004
2026-05-12,30206.61,20025.40415704388,45198.97754611067
2026-05-13,30605.840000000004,19990.57736720554,46457.79871692061
2026-05-14,30302.2,20038.6143187067,45453.087409783475
2026-05-15,29982.92,19952.14780600462,44697.27345629511
2026-05-18,29947.510000000002,19768.4064665127,44995.68965517241
2026-05-19,30611.18,19839.260969976902,46805.733761026466
2026-05-20,31223.53,19665.127020785218,49001.50360866078
2026-05-21,30418.690000000002,19708.360277136257,46522.95509222133
2026-05-22,30702.65,19674.734411085454,47437.75060144346
2026-05-25,31833.440000000002,19673.533487297922,50789.39454691259
2026-05-26,31490.13,19713.163972286377,49685.64554931836
2026-05-27,30982.300000000003,19651.916859122404,48316.05854049719
2026-05-28,31289.69,19525.81986143187,49503.20769847634
2026-05-29,30634.37,19876.4896073903,46792.70248596632
2026-06-01,29824.489999999998,20107.06697459584,43888.031275060144
2026-06-02,30269.04,20230.762124711317,44933.139534883725
2026-06-03,30661.28,20043.41801385681,46506.01443464314
2026-06-04,30746.6,19827.251732101617,47233.1595829992
2026-06-05,30162.22,20084.249422632794,44938.35204490778
2026-06-08,29605.34,20209.1454965358,43014.935846030465
2026-06-09,30470.409999999996,20318.429561200923,45337.10906174819
2026-06-10,30696.18,20641.47806004619,45296.71210906175
2026-06-11,30901.15,20580.230946882217,46038.19165998396
2026-06-12,30922.129999999997,20880.461893764434,45441.35926222935
2026-06-15,31622.649999999998,20568.221709006928,48201.38331996792
2026-06-16,31599.850000000002,20313.62586605081,48692.662389735364
2026-06-17,32399.55,20128.68360277136,51467.02085004009
2026-06-18,32763.5,19608.683602771365,53686.24699278267
2026-06-22,33323.990000000005,19758.799076212472,55016.74017642341
2026-06-23,33262.8,19966.558891454966,54379.510825982354
2026-06-24,33743.149999999994,19475.381062355656,56880.21251002405
2026-06-25,34396.46,19306.050808314085,59186.7481956696
2026-06-26,34020.68,19145.12702078522,58427.024859663186
2026-06-29,35049.25,19232.794457274824,61280.87409783481
2026-06-30,35584.58,18782.4480369515,63902.76663993585
2026-07-01,35347.12,18913.348729792146,62169.60705693666
2026-07-02,34422.5,19139.122401847573,56865.8781074579
2026-07-03,34312.64,19130.715935334872,56414.995990376905
2026-07-06,34855.4,19492.19399538106,57014.43464314355
2026-07-07,34943.229999999996,19519.815242494224,57268.54450681636
2026-07-08,35304.61,19701.154734411088,57969.627105052125
2026-07-09,36254.47,19529.42263279446,63111.76824378508
2026-07-10,35437.81,19665.127020785218,58751.50360866078
2026-07-13,35355.13,20025.40415704388,56546.61186848436
2026-07-14,35517.020000000004,20055.4272517321,57121.29109863673
2026-07-15,35099.36,20288.4064665127,54058.9414595028
2026-07-16,34285.78,20108.267898383372,51319.767441860466
2026-07-17,33530.28999999999,20275.196304849884,47075.48115477145
2026-07-20,33847.340000000004,20742.355658198616,46122.8949478749
2026-07-21,34710.03999999999,20298.013856812933,52260.62550120288
2026-07-22,34723.59,20527.39030023095,51154.27024859663
2026-07-23,34347.32,20641.47806004619,48882.91900561347
2026-07-24,34491.12,20703.92609699769,49211.30713712911
2026-07-27,34638.21000000001,20714.73441108545,49817.26142742582
2026-07-28,34155.52,21022.17090069284,46083.801122694465
2026-07-29,34051.57,21050.99307159353,45470.02806736167
2026-07-30,33955.770000000004,21590.207852193995,42295.6094627105
2026-07-31,33928.43,21297.182448036954,43663.89334402566
2026-08-03,33413.72,21408.868360277134,40782.678428227744
2026-08-04,33248.72,20836.027713625866,42956.29510825983
2026-08-05,33576.59,20605.450346420323,45602.94707297514
2026-08-06,33777.16,20672.70207852194,46161.98877305534
2026-08-07,33957.78,20541.80138568129,47639.7353648757
2026-08-10,34035.2,20627.06697459584,47553.72894947875
2026-08-11,33847.06,20622.263279445728,46732.75862068965
2026-08-12,33982.47,20549.006928406467,47714.013632718525
2026-08-13,33970.83,20646.281755196305,47166.70008019246
2026-08-14,33880.07,20526.18937644342,47369.987971130715
2026-08-17,34364.42,20482.956120092378,49766.43945469126
2026-08-18,34529.46,20610.25404157044,49860.2646351243
2026-08-19,34096.39,20975.334872979216,46056.435445068164
2026-08-20,34133.68,21058.198614318706,45802.32558139535
2026-08-21,34077.369999999995,20996.951501154734,45860.96631916599
2026-08-24,34057.83,21273.163972286377,44367.582197273456
2026-08-25,33867.23,21138.66050808314,44195.56936647955
2026-08-26,34221.84,21301.986143187067,44957.89895749799
2026-08-27,34429.82,21084.618937644344,46998.5966319166
2026-08-28,34056.479999999996,20977.736720554272,45864.87570168404
2026-08-31,34642.55,21322.40184757506,46744.48676824378
2026-09-01,34789.19,21722.30946882217,45368.38412189254
2026-09-02,34622.1,21730.715935334872,44574.77947072974
2026-09-03,34450.49,21621.431870669745,44359.76343223737
2026-09-04,34372.81,21813.579676674366,43093.123496391345
