date,策略净值,基准净值,策略收益率
2025-02-28,13295540.534100022,14809041.10125733,-0.0050203457268787055
2025-03-03,13369854.534100022,14821431.400557622,0.005589392910307245
2025-03-04,13385516.534100022,14744159.20182335,0.0011714413167362991
2025-03-05,13495319.534100022,14888248.14081638,0.008203120120189089
2025-03-06,13570306.534100022,14880649.289253222,0.005556519044289665
2025-03-07,13792116.534100022,14946025.10089608,0.016345246103514732
2025-03-10,13929678.534100022,14888154.735913701,0.009973958649485581
2025-03-11,13897505.534100022,14944300.079616481,-0.0023096728270677325
2025-03-12,13785794.534100022,14856041.72728126,-0.008038205109967222
2025-03-13,13973458.534100022,14969449.68988201,0.013612853400346347
2025-03-14,14205375.534100022,15121756.82454913,0.01659696484116968
2025-03-17,14132537.534100022,15097737.274846189,-0.005127495561462081
2025-03-18,14022676.534100022,15085859.946949448,-0.007773621668077602
2025-03-19,13933718.534100022,15141401.21024927,-0.006343867362530564
2025-03-20,13862629.534100022,15067388.930049917,-0.005101940291532658
2025-03-21,13794429.534100022,15014199.004377268,-0.004919701549568112
2025-03-24,14090544.534100022,15152176.496299423,0.021466273706208794
2025-03-25,14146364.534100022,15227960.76774639,0.0039615218464348345
2025-03-26,13983791.534100022,15148393.710086327,-0.011492210568172179
2025-03-27,14017899.534100022,15216976.165245457,0.0024391095874696234
2025-03-28,13923348.534100022,15158279.96617223,-0.006745019092910032
2025-03-31,13922576.534100022,15266726.55798149,-5.544643216459644e-05
2025-04-01,13911628.089100024,15289792.708986554,-0.0007863806654739847
2025-04-02,13903378.089100026,15268254.930953154,-0.0005930290794980975
2025-04-03,14015623.089100024,15283935.954634449,0.008073217838188151
2025-04-07,13582996.089100026,14592042.935060697,-0.030867482469363328
2025-04-08,14025223.089100026,14968453.55957245,0.03255739728548357
2025-04-09,14204469.089100024,14943900.231804699,0.012780260168503421
2025-04-10,14127003.089100024,14978423.91498273,-0.005453635719440242
2025-04-11,14038222.089100024,14888988.790772393,-0.006284489317376907
2025-04-14,14095836.089100024,15006581.415242746,0.004104080960845691
2025-04-15,14263849.089100024,15113138.683765413,0.01191933553554314
2025-04-16,14386372.089100024,15244037.48848186,0.00858975717105892
2025-04-17,14346048.089100024,15213158.477679623,-0.002802930422643013
2025-04-18,14362041.089100024,15272686.60638975,0.001114801783785424
2025-04-21,14229755.089100026,15190078.134444816,-0.009210807793914144
2025-04-22,14265566.089100024,15190939.299916659,0.0025166279936490454
2025-04-23,14230576.089100024,15159683.098733328,-0.002452759307374097
2025-04-24,14334533.089100026,15256799.258189995,0.0073051856333228304
2025-04-25,14220154.089100024,15206261.519247092,-0.007979262337255766
2025-04-28,14261276.089100026,15322303.791849235,0.0028918111394813373
2025-04-29,14196772.089100026,15260866.467062125,-0.004523017407208063
2025-04-30,14193837.089100024,15116555.14576485,-0.0002067371358490666
